order_id,order_date,ship_date,status,sales_channel,ship_mode,product_uin,shipment_status,qty,amount,ship_postal_code,emp_code,customer_id
404-1508602-9433941,8/5/2023 17:06,8/9/2023 18:01,Shipped,Parner Sale,Economy 10,B0894YFQ5R,Shipped,1,"$5,891.43 ",700089,E-073,PO-188659
405-3071731-6600369,7/31/2022 9:33,8/6/2022 16:26,Shipped,Store Sale,Same Day 0,B09LD24932,Shipped,1,"$4,765.63 ",689695,E-173,FO-143052
404-0532727-2082745,7/24/2025 13:05,7/27/2025 19:23,Shipped,Parner Sale,Economy 10,B09RKDP7D5,Shipped,1,"$12,688.59 ",500008,E-198,AW-108407
407-4283259-6933941,4/7/2025 12:12,4/11/2025 9:27,Shipped,Parner Sale,Express 3,B08W9G1YSB,Shipped,1,"$2,784.89 ",632004,E-258,SM-209059
408-2311178-4563550,10/11/2024 19:05,10/15/2024 11:35,Shipped,Parner Sale,Express 3,B09KXY99M3,Shipped,1,"$7,398.15 ",500067,E-035,LC-169602
408-0666162-2209142,2/16/2024 15:09,2/20/2024 18:32,Shipped,Store Sale,Standard 7,B0894YJNT9,Shipped,1,"$7,609.77 ",301019,E-345,SC-200955
405-4930362-9342759,4/26/2023 17:41,4/26/2023 18:14,Shipped,BOPIS,Pickup,B09KXT4VG7,Shipped,1,"$5,637.49 ",761002,E-046,LH-169007
402-7676083-2016323,8/17/2025 10:53,8/17/2025 11:42,Shipped,BOPIS,Pickup,B09SDY8DCT,Shipped,1,"$6,136.91 ",500089,E-193,RS-198700
404-5782230-8762723,7/6/2025 16:41,7/14/2025 13:52,Shipped,Store Sale,Economy 10,B08BFT4ZKX,Shipped,1,"$4,113.84 ",401201,E-479,DK-130902
171-0947491-1860302,2/22/2025 15:10,2/27/2025 16:27,Shipped,Store Sale,Standard 7,B08ZYQ716N,Shipped,1,"$7,804.45 ",400078,E-199,DK-132255
405-7534473-2900341,8/9/2024 17:22,8/14/2024 13:12,Shipped,Ecomm,Standard 7,B09HMVWDN3,Shipped,1,"$4,376.25 ",769015,E-072,GP-147409
403-7153786-2898705,12/4/2023 10:17,12/4/2023 10:49,Shipped,BOPIS,Pickup,B09RKFRBJB,Shipped,1,"$6,780.22 ",452010,E-278,JS-160302
171-4573948-3966741,1/8/2023 15:06,1/14/2023 18:31,Shipped,Parner Sale,Economy 10,B09M6VB8C4,Shipped,1,"$12,172.24 ",855102,E-478,HZ-149505
406-6070472-3313109,8/12/2025 9:11,8/17/2025 14:20,Shipped,Store Sale,Express 3,B09KXV4BN8,Shipped,1,"$5,298.90 ",680003,E-161,DV-134658
406-8536478-4581952,6/10/2025 18:40,6/18/2025 16:10,Shipped - Returned to Seller,Parner Sale,Express 3,B08N48MV3R,Shipped,1,"$4,384.71 ",764058,E-013,MN-179352
405-6167247-7769908,1/1/2025 18:35,1/10/2025 19:39,Shipped,Parner Sale,Same Day 0,B0822T2BM8,Shipped,1,"$6,670.18 ",834001,E-100,HR-147705
406-4803324-2221109,5/31/2024 11:17,6/13/2024 13:40,Shipped,Parner Sale,Express 3,B09QJ49VXB,Shipped,1,"$9,302.71 ",445103,E-265,BP-112309
404-4599488-8213952,9/14/2023 12:06,9/21/2023 15:10,Shipped - Delivered to Buyer,Store Sale,Standard 7,B09LV2CTYL,Shipped,1,"$4,012.27 ",560087,E-008,MG-182051
406-4110471-9710751,9/21/2025 17:50,9/21/2025 19:42,Shipped,BOPIS,Pickup,B07X3JWM6Y,Shipped,1,"$5,891.43 ",575018,E-149,TZ-215805
171-7399869-6383547,8/1/2025 15:33,8/8/2025 13:45,Shipped,Store Sale,Economy 10,B099FCBF34,Shipped,1,"$2,784.89 ",502307,E-337,KB-165857
405-6224180-2791517,4/27/2025 10:32,5/4/2025 15:49,Shipped,Store Sale,Standard 7,B091Q8JYY5,Shipped,1,"$2,784.89 ",211016,E-254,MM-179200
405-4665747-1707505,11/8/2024 19:18,1/23/2025 16:57,Shipped,Ecomm,Express 3,B07FX4TCQR,Shipped,1,"$3,589.03 ",110074,E-142,AS-102853
403-1687892-8212308,3/20/2024 13:14,3/25/2024 14:08,Cancelled,Store Sale,Same Day 0,B08RP3PMYD,Unshipped,1,"$4,807.95 ",410405,E-342,EN-137806
171-4772311-4657103,6/12/2023 11:48,6/14/2023 13:13,Cancelled,Store Sale,Economy 10,B08B3Z2YY3,,0,"$6,118.79 ",395007,E-178,CS-124609
406-7315579-0029125,5/27/2022 9:45,6/2/2022 19:50,Shipped,Store Sale,Same Day 0,B08N1B4TPL,Shipped,1,"$3,064.22 ",800003,E-072,LT-171102
402-9432533-7479564,7/14/2025 15:16,7/18/2025 12:56,Shipped,Parner Sale,Standard 7,B099NGZGRJ,Shipped,1,"$5,298.90 ",600077,E-475,AB-100155
408-5278589-7250768,3/13/2025 12:43,3/17/2025 16:07,Cancelled,Store Sale,Economy 10,B07WS16S49,Cancelled,0,$0.00 ,670612,E-338,DK-131508
404-5731786-9838717,9/6/2024 17:59,9/6/2024 19:30,Shipped,BOPIS,Pickup,B08KRYCC8J,Shipped,1,"$3,377.42 ",560077,E-057,BF-111700
171-5855001-3357965,1/7/2024 9:01,1/7/2024 9:51,Shipped,BOPIS,Pickup,B09NDKQD88,Shipped,1,"$5,053.43 ",683110,E-238,CL-125653
405-1094026-2299519,2/25/2023 19:30,3/1/2023 10:54,Cancelled,Parner Sale,Economy 10,B08MXF6MZF,Unshipped,1,"$4,613.26 ",560040,E-263,JB-160456
406-9519650-1279553,8/16/2025 16:23,8/20/2025 14:14,Shipped,Parner Sale,Express 3,B09LTZV6GM,Shipped,1,"$3,377.42 ",231223,E-357,DK-131509
405-4550346-5805109,6/25/2025 18:03,6/28/2025 18:09,Shipped,Ecomm,Economy 10,B08RP3HQH3,Shipped,1,"$4,807.95 ",148109,E-073,PR-188802
405-0190551-1582739,1/25/2025 9:16,1/28/2025 14:10,Cancelled,Parner Sale,Economy 10,B071YXDT73,,0,"$2,966.71 ",682021,E-251,NB-186555
403-7315245-3669152,7/2/2024 13:46,7/5/2024 18:55,Shipped,Ecomm,Economy 10,B0982ZDB2S,Shipped,1,"$6,297.74 ",560100,E-054,DB-132107
406-4278703-0100325,10/20/2023 9:08,10/22/2023 19:56,Cancelled,Parner Sale,Same Day 0,B0928WHKTX,Unshipped,1,"$4,198.49 ",122001,E-463,AR-105400
405-6220605-3735564,11/9/2025 9:45,11/11/2025 9:09,Shipped - Delivered to Buyer,Parner Sale,Express 3,B091Q97FJ7,Shipped,1,"$2,784.89 ",700144,E-576,EB-139753
171-4919127-5482722,8/7/2025 11:44,8/11/2025 16:42,Shipped,Store Sale,Express 3,B08XQBXFPP,Shipped,1,"$6,670.18 ",110025,E-201,AG-102706
407-7446141-1880338,5/17/2025 19:12,5/23/2025 16:06,Shipped,Store Sale,Economy 10,B08RP67NGB,Shipped,1,"$3,072.69 ",421201,E-479,SV-209359
405-7352746-3463538,12/2/2024 11:59,12/5/2024 18:23,Shipped,Parner Sale,Express 3,B08ZHPC5JP,Shipped,1,"$4,173.10 ",628004,E-283,JL-158351
404-2543507-2754701,4/21/2024 10:21,4/25/2024 12:35,Shipped,Store Sale,Standard 7,B08WPR181B,Shipped,1,"$3,631.36 ",560086,E-192,FH-142755
171-2687114-9951522,7/26/2023 19:52,7/26/2023 21:16,Shipped,BOPIS,Pickup,B099NR3NXY,Shipped,1,"$6,695.58 ",411045,E-357,IM-150559
403-4842065-7357115,7/18/2022 14:35,7/22/2022 10:38,Shipped,Store Sale,Economy 10,B08XNJ8P3S,Shipped,1,"$9,412.75 ",500048,E-172,KB-166002
403-1159654-5341924,7/22/2025 19:54,7/25/2025 13:01,Shipped,Ecomm,Express 3,B08MXFT72L,Shipped,1,"$4,613.26 ",400028,E-163,GM-144555
408-0122174-0964317,4/2/2025 11:11,4/8/2025 9:32,Cancelled,Store Sale,Economy 10,B08MYTBNPH,Cancelled,0,$0.00 ,302019,E-195,SH-199757
405-7764987-8273913,10/4/2024 10:54,10/12/2024 14:52,Cancelled,Ecomm,Economy 10,B09RKDPBQV,,0,"$7,569.90 ",825301,E-045,AS-102850
408-0812844-7818700,2/8/2024 9:49,2/13/2024 19:22,Cancelled,Parner Sale,Economy 10,B082W7Y2KY,Cancelled,0,$0.00 ,560077,E-163,LS-172303
408-0002979-1571575,4/14/2023 13:46,4/14/2023 14:18,Shipped,BOPIS,Pickup,B09K3NHD6H,Shipped,1,"$7,516.65 ",614901,E-265,CD-119205
404-8438791-6591543,8/17/2025 15:14,8/23/2025 17:01,Cancelled,Parner Sale,Economy 10,B08MXBX6B7,Cancelled,0,$0.00 ,400078,E-279,BN-114708
171-1909591-0944310,7/4/2025 15:38,7/10/2025 17:51,Shipped - Delivered to Buyer,Parner Sale,Economy 10,B08N4XHHCQ,Shipped,1,"$4,384.71 ",411044,E-020,NP-183252
408-4582558-7314760,2/17/2025 11:53,2/22/2025 9:33,Shipped - Delivered to Buyer,Parner Sale,Same Day 0,B08TZNX8NY,Shipped,1,$0.00 ,395007,E-203,TG-213104
405-1592937-9701130,8/2/2024 9:34,8/10/2024 16:01,Shipped,Parner Sale,Economy 10,B09RKQT3C4,Shipped,1,"$8,456.24 ",586201,E-087,KM-166606
402-2770632-8141143,11/25/2023 16:22,12/4/2023 13:57,Shipped,Ecomm,Economy 10,B0894XH3LN,Shipped,1,"$5,535.91 ",190003,E-019,JB-154009
408-5687276-3227521,12/27/2025 17:42,1/9/2026 10:43,Shipped - Delivered to Buyer,Store Sale,Express 3,B09295Z14G,Shipped,1,$0.00 ,201014,E-201,LC-168702
407-7032900-9102725,8/11/2025 18:04,8/18/2025 12:59,Cancelled,Parner Sale,Economy 10,B09B2G7CKV,,0,"$3,926.01 ",135001,E-259,AF-108855
403-7019094-1113158,6/6/2025 14:56,6/14/2025 9:53,Shipped,Store Sale,Economy 10,B082W87NQF,Shipped,1,"$3,682.14 ",411038,E-179,MH-181158
408-2819622-6873118,12/26/2024 16:28,1/2/2025 18:42,Shipped,Ecomm,Standard 7,B0894XYMWS,Shipped,1,"$9,649.76 ",110092,E-326,JB-154000
407-2975264-9647531,5/23/2024 16:45,5/23/2024 18:19,Cancelled,BOPIS,Pickup,B0986Z5BDC,,0,"$4,538.69 ",122003,E-469,CJ-118753
406-9446954-7062714,9/4/2023 19:40,11/19/2023 19:58,Cancelled,Store Sale,Express 3,B08RYNBTRN,,0,$0.00 ,500001,E-337,AF-108707
408-1829693-5283553,9/8/2025 14:59,9/13/2025 15:02,Shipped,Parner Sale,Standard 7,B08P1FGFFG,Shipped,1,"$5,527.45 ",700126,E-562,Co-126400
405-3589580-3997913,7/30/2025 12:27,7/30/2025 13:19,Shipped,BOPIS,Pickup,B09SDXTRG1,Shipped,1,"$5,637.49 ",700038,E-003,RD-198103
405-4509800-2397918,4/22/2025 16:42,4/28/2025 9:06,Shipped - Delivered to Buyer,Parner Sale,Standard 7,B09HMYXTSJ,Shipped,1,"$6,170.77 ",334001,E-046,CL-125655
406-8553839-5012329,11/1/2024 19:39,11/1/2024 20:43,Shipped,BOPIS,Pickup,B09K3THDTH,Shipped,1,"$3,885.30 ",800025,E-074,CS-119507
407-6606392-6949123,3/12/2024 13:54,3/16/2024 13:49,Cancelled,Parner Sale,Express 3,B099FDV82Y,Cancelled,0,$0.00 ,852131,E-105,PO-188500
405-9016205-7553933,6/1/2023 16:53,6/4/2023 11:49,Shipped,Store Sale,Economy 10,B07R41RZV7,Shipped,1,"$3,741.40 ",560102,E-481,RB-194353
408-8305539-8607522,5/14/2022 11:56,5/18/2022 14:18,Shipped,Parner Sale,Same Day 0,B09LD2KSXR,Shipped,1,"$9,302.71 ",614904,E-164,KA-165257
402-8508102-8205929,7/12/2025 16:00,7/16/2025 14:45,Shipped,Ecomm,Standard 7,B079WYDLLS,Shipped,2,"$8,380.05 ",800001,E-192,KB-166009
408-1759129-6992355,3/8/2025 12:01,3/8/2025 12:54,Shipped - Delivered to Buyer,BOPIS,Pickup,B09NQ44RNV,Shipped,1,$0.00 ,400604,E-566,LH-170202
405-6535051-0840328,8/30/2024 12:40,9/2/2024 16:51,Shipped,Store Sale,Economy 10,B08XQ8R6GW,Shipped,1,"$6,670.18 ",560067,E-244,GB-145755
171-7014973-5244347,12/30/2023 14:35,12/30/2023 15:07,Shipped,BOPIS,Pickup,B09K3XZC3J,Shipped,1,"$3,876.83 ",560077,E-273,CM-122357
171-3735683-9566761,2/13/2023 18:18,2/16/2023 17:23,Shipped,Ecomm,Standard 7,B082W8354V,Shipped,1,"$3,682.14 ",670581,E-039,TP-211300
404-9369285-1714733,8/15/2025 9:20,8/17/2025 10:04,Shipped - Delivered to Buyer,Parner Sale,Standard 7,B09K3Y4T4D,Shipped,1,"$3,885.30 ",431003,E-342,AT-107353
408-4155887-9750743,6/22/2025 10:34,6/24/2025 19:22,Cancelled,Ecomm,Express 3,B0894XKKWY,,0,"$8,426.95 ",713206,E-334,DK-131506
405-0857013-6017959,1/19/2025 11:43,1/23/2025 13:02,Shipped - Delivered to Buyer,Store Sale,Same Day 0,B09B58186F,Shipped,1,"$6,136.91 ",577205,E-174,KB-165859
403-2971736-0791568,6/24/2024 19:50,6/30/2024 17:50,Shipped,Parner Sale,Same Day 0,B08XQ8MCKP,Shipped,1,"$6,670.18 ",532001,E-558,MZ-173353
407-6254003-5107513,10/11/2023 17:54,10/14/2023 13:40,Shipped,Store Sale,Same Day 0,B0894WX8CC,Shipped,1,"$10,267.68 ",625601,E-007,BD-116357
406-4217845-3431527,10/28/2025 11:51,11/1/2025 10:57,Cancelled,Parner Sale,Economy 10,B0894Y3VBB,Unshipped,1,"$5,891.43 ",501218,E-092,AG-102709
407-0805656-3355558,8/6/2025 10:34,8/10/2025 13:29,Shipped,Parner Sale,Economy 10,B081WRP562,Shipped,1,"$3,377.42 ",416008,E-039,CW-119052
407-7298991-4244331,5/12/2025 10:03,5/16/2025 18:00,Shipped - Returned to Seller,Store Sale,Economy 10,B08MXF6MZF,Shipped,1,"$4,613.26 ",700051,E-085,TT-214604
407-5940694-4157930,11/26/2024 11:03,11/29/2024 16:40,Shipped - Delivered to Buyer,Store Sale,Standard 7,B09K3SHVLV,Shipped,1,"$5,637.49 ",560076,E-462,JL-151757
171-5187862-8564334,4/13/2024 9:42,4/19/2024 16:53,Shipped,Ecomm,Express 3,B08N4RDVZP,Shipped,1,"$4,384.71 ",421301,E-244,DC-128500
404-6240949-2553167,7/15/2023 9:08,7/23/2023 11:34,Shipped - Delivered to Buyer,Ecomm,Economy 10,B0965MJSFS,Shipped,1,"$6,356.99 ",403401,E-086,JB-160453
406-3415156-5607512,7/5/2022 16:39,7/10/2022 12:24,Shipped - Delivered to Buyer,Ecomm,Standard 7,B09HMWRQP1,Shipped,1,"$4,613.26 ",700150,E-074,EP-139156
405-3640220-0073944,7/20/2025 13:10,7/25/2025 14:05,Shipped,Ecomm,Economy 10,B0982ZST9P,Shipped,1,"$5,916.83 ",500049,E-006,JM-155809
171-0805500-1418765,3/28/2025 13:32,4/3/2025 17:22,Shipped,Parner Sale,Standard 7,B08ZH7C41R,Shipped,1,"$3,656.75 ",390018,E-556,MF-176653
404-9737710-7109945,9/27/2024 15:19,10/3/2024 13:02,Shipped,Store Sale,Economy 10,B081WSWWL7,Shipped,1,"$3,986.87 ",403720,E-275,DB-136155
406-6427636-5969134,1/31/2024 19:28,2/5/2024 13:21,Shipped,Store Sale,Express 3,B082W8RWN1,Shipped,1,"$3,182.73 ",560016,E-294,FH-143658
405-7805561-2949927,4/2/2023 19:58,4/10/2023 16:37,Shipped - Delivered to Buyer,Store Sale,Standard 7,B094FLCKQN,Shipped,1,"$4,384.71 ",700048,E-328,JE-161652
405-7069456-6740303,8/17/2025 19:39,8/26/2025 19:29,Shipped,Parner Sale,Express 3,B09QJ46T37,Shipped,1,"$8,193.83 ",411047,E-140,NC-186255
408-6823756-2624346,7/2/2025 16:55,7/15/2025 10:54,Shipped - Delivered to Buyer,Store Sale,Economy 10,B09QJM78WH,Shipped,1,"$9,844.45 ",821115,E-258,GH-146658
403-7571956-4268354,2/12/2025 17:07,2/19/2025 13:31,Shipped,Parner Sale,Standard 7,B09RKD4R6C,Shipped,1,"$5,891.43 ",400709,E-258,SJ-205001
405-3644036-0542714,7/26/2024 9:39,7/26/2024 11:01,Shipped,BOPIS,Pickup,B08XQBF1G4,Shipped,1,"$6,670.18 ",700084,E-352,JG-151154
402-9175044-8970764,11/16/2023 19:44,11/23/2023 9:37,Shipped,Parner Sale,Standard 7,B082W87NQF,Shipped,1,"$3,682.14 ",560035,E-044,CM-127157
407-7400175-6494739,12/15/2025 18:43,12/15/2025 19:38,Shipped,BOPIS,Pickup,B08RYPWC3J,Shipped,1,"$4,570.94 ",831004,E-251,FM-142159
407-9533857-8290711,8/10/2025 11:11,10/25/2025 16:52,Shipped - Delivered to Buyer,Parner Sale,Express 3,B09HMG9NV1,Shipped,1,"$2,530.95 ",124001,E-091,LW-171252
402-1498042-8394766,6/1/2025 15:57,6/6/2025 10:44,Shipped - Delivered to Buyer,Parner Sale,Same Day 0,B07JKYXKBJ,Shipped,1,"$6,230.02 ",505215,E-235,JH-154306
404-4083525-3810756,12/20/2024 19:18,12/22/2024 13:45,Cancelled,Ecomm,Same Day 0,B08XNJG8B1,Cancelled,0,$0.00 ,302017,E-003,BS-116659
171-8063541-5579540,5/15/2024 10:21,5/21/2024 16:22,Shipped,Parner Sale,Express 3,B0894WT71H,Shipped,1,"$9,014.91 ",144022,E-563,JS-158803
404-5350657-6422752,8/25/2023 9:46,8/29/2023 19:05,Shipped,Parner Sale,Express 3,B0822T2BM8,Shipped,1,"$6,670.18 ",272001,E-151,NB-185806
405-8999447-8732368,8/26/2022 13:20,8/30/2022 14:01,Cancelled,Parner Sale,Same Day 0,B09RP8VTX6,,0,"$8,426.95 ",140603,E-018,JM-156559
171-0035884-6656354,7/28/2025 18:01,7/31/2025 10:33,Shipped - Delivered to Buyer,Parner Sale,Economy 10,B09TZW311V,Shipped,1,"$10,479.30 ",852201,E-279,AS-102252
408-3324560-4837964,4/17/2025 11:31,4/21/2025 13:57,Shipped,Ecomm,Standard 7,B09NQ4C51C,Shipped,1,"$5,053.43 ",211003,E-046,AT-107355
402-8168995-4745919,10/25/2024 11:36,10/29/2024 18:49,Shipped,Parner Sale,Standard 7,B08XNJ8P3S,Shipped,1,"$9,412.75 ",415002,E-045,JE-161659
403-5422201-2513110,3/4/2024 17:44,3/8/2024 15:44,Shipped,Store Sale,Economy 10,B081XCMYXJ,Shipped,1,"$3,377.42 ",400068,E-250,DH-136752
408-5330747-2682707,5/20/2023 19:43,5/23/2023 10:18,Shipped,Parner Sale,Standard 7,B09QJ4D21Y,Shipped,1,"$9,302.71 ",743124,E-242,JP-155205
406-0370162-8386751,8/17/2025 19:52,8/20/2025 9:30,Cancelled,Ecomm,Express 3,B081WVMMCY,,0,"$3,216.59 ",431702,E-482,LO-171708
171-7376855-2528301,7/10/2025 10:01,7/13/2025 16:59,Shipped - Delivered to Buyer,Parner Sale,Express 3,B09RKDXXC4,Shipped,1,"$6,356.99 ",208001,E-154,AW-108401
406-0765252-7357945,3/3/2025 14:21,3/5/2025 16:45,Shipped,Store Sale,Express 3,B0983D28F9,Shipped,1,"$6,974.91 ",834005,E-481,LD-170054
171-2348046-1988320,8/23/2024 18:31,8/25/2024 10:08,Shipped - Returned to Seller,Store Sale,Standard 7,B08YYPMZ67,Shipped,1,"$4,020.73 ",700071,E-081,BM-117857
405-1672341-7345158,12/22/2023 10:32,12/26/2023 11:59,Shipped,Ecomm,Same Day 0,B082W8354V,Shipped,1,"$3,682.14 ",600053,E-091,ES-140803
405-4899189-7701158,2/1/2023 13:15,2/7/2023 18:38,Shipped,Store Sale,Express 3,B09VZ6881G,Shipped,1,"$5,485.13 ",560037,E-295,DR-129402
403-0650407-0973906,8/14/2025 18:31,8/17/2025 18:50,Shipped,Store Sale,Standard 7,B098717ZBD,Shipped,1,"$5,629.03 ",825301,E-352,SW-202755
408-2887888-7753912,6/18/2025 11:05,6/18/2025 12:22,Shipped,BOPIS,Pickup,B098314S8L,Shipped,1,"$6,297.74 ",560087,E-106,JM-156557
402-2345448-6512329,1/13/2025 18:35,1/13/2025 20:20,Shipped,BOPIS,Pickup,B0983GKG7G,Shipped,1,"$6,974.91 ",400064,E-280,KH-163600
406-3329962-6204340,6/16/2024 10:51,6/16/2024 12:32,Shipped - Delivered to Buyer,BOPIS,Pickup,B08QGMYV8L,Shipped,1,"$11,749.00 ",500025,E-197,TC-215352
408-6197025-6741911,10/2/2023 10:01,10/5/2023 16:50,Cancelled,Store Sale,Standard 7,B08MYT94FH,Cancelled,0,$0.00 ,751016,E-157,CH-120706
171-9520430-8052317,10/16/2025 18:08,10/22/2025 16:29,Cancelled,Parner Sale,Express 3,B08HK3SLGX,,0,"$2,378.16 ",700108,E-194,DK-130908
406-1462343-3234719,8/5/2025 16:00,8/13/2025 12:10,Cancelled,Store Sale,Economy 10,B082W84Q2J,Cancelled,0,$0.00 ,571430,E-469,AH-100301
404-5814574-1755553,5/7/2025 19:08,5/12/2025 19:13,Shipped - Delivered to Buyer,Parner Sale,Standard 7,B08YZ13V5N,Shipped,1,"$4,757.16 ",500094,E-199,CM-123854
404-0281448-8491573,11/20/2024 19:06,11/20/2024 20:47,Shipped - Delivered to Buyer,BOPIS,Pickup,B09KXY2SLN,Shipped,1,"$4,613.26 ",388355,E-295,RB-197956
405-0040275-4539513,4/5/2024 16:37,4/5/2024 17:03,Shipped,BOPIS,Pickup,B09B3HRDLP,Shipped,1,"$3,275.84 ",412207,E-139,LO-171709
403-7869065-2180363,7/4/2023 15:40,7/10/2023 16:34,Shipped - Delivered to Buyer,Ecomm,Economy 10,B08BF9DZ3F,Shipped,1,"$2,700.24 ",600094,E-172,AP-107202
171-5114973-3813910,6/22/2022 11:54,6/27/2022 11:24,Shipped - Delivered to Buyer,Store Sale,Express 3,B09NQ4CZ65,Shipped,1,"$5,053.43 ",600021,E-271,JW-159556
405-8378130-1572313,7/18/2025 13:57,7/26/2025 18:02,Shipped - Delivered to Buyer,Store Sale,Economy 10,B099NRCT7B,Shipped,1,"$6,297.74 ",682012,E-019,LC-169308
406-1828819-4592321,3/23/2025 13:51,4/1/2025 13:08,Shipped - Delivered to Buyer,Store Sale,Economy 10,B09K3Q4421,Shipped,1,"$5,341.23 ",122001,E-462,DR-128801
171-7459155-7689129,9/20/2024 10:25,10/3/2024 15:57,Cancelled,Parner Sale,Economy 10,B09HMY74F6,,0,$0.00 ,380015,E-338,DR-128804
171-9020441-7271540,1/23/2024 15:10,1/30/2024 15:49,Shipped,Parner Sale,Standard 7,B08RYPBDD4,Shipped,1,"$2,420.90 ",301001,E-065,RM-197506
408-8892942-4296340,3/21/2023 15:01,3/29/2023 11:05,Shipped,Parner Sale,Economy 10,B0986YD8K8,Shipped,1,"$4,977.24 ",600034,E-258,TS-211608
407-7951404-2086757,8/17/2025 12:47,8/24/2025 9:22,Shipped - Delivered to Buyer,Parner Sale,Economy 10,B09KXWW582,Shipped,1,"$5,298.90 ",751019,E-279,ES-140801
403-5808165-1933914,6/30/2025 19:44,7/7/2025 13:07,Shipped - Delivered to Buyer,Parner Sale,Express 3,B09LM786LJ,Shipped,1,"$5,916.83 ",500027,E-012,LF-171854
403-8325979-2165935,2/6/2025 14:01,4/22/2025 15:22,Shipped - Delivered to Buyer,Ecomm,Express 3,B0929B5FX5,Shipped,1,"$5,383.55 ",251001,E-054,FG-142607
405-1803358-1253933,7/18/2024 10:50,7/23/2024 13:18,Shipped - Returned to Seller,Parner Sale,Economy 10,B099NK55YG,Shipped,1,"$4,765.63 ",600044,E-083,JJ-154450
407-0464174-5245955,11/7/2023 10:31,11/9/2023 17:13,Shipped,Store Sale,Same Day 0,B07R59TDM1,Shipped,1,"$7,169.60 ",560078,E-460,JM-152502
405-9569980-5182714,12/3/2025 19:18,12/9/2025 12:44,Shipped,Parner Sale,Economy 10,B08XQ98B2Q,Shipped,1,"$6,670.18 ",695012,E-144,ON-187154
405-8880187-7948361,8/9/2025 12:15,8/9/2025 13:50,Cancelled,BOPIS,Pickup,B07X3KSDT3,Unshipped,1,"$5,891.43 ",261135,E-172,VF-217156
408-5623004-6042722,5/27/2025 18:59,5/27/2025 20:49,Shipped - Delivered to Buyer,BOPIS,Pickup,B09CTCDDQ4,Shipped,1,"$8,744.04 ",110070,E-201,KC-162559
408-1376593-9370761,12/14/2024 18:03,12/14/2024 19:15,Shipped - Delivered to Buyer,BOPIS,Pickup,B08B3Z38TJ,Shipped,1,$0.00 ,201301,E-573,LT-171101
406-1229485-5046751,5/7/2024 13:26,5/11/2024 15:03,Shipped - Returned to Seller,Parner Sale,Economy 10,B0929CTSR8,Shipped,1,"$5,383.55 ",600100,E-253,DJ-136304
405-1821561-4065133,8/15/2023 15:39,8/15/2023 16:12,Cancelled,BOPIS,Pickup,B0983CRK42,Cancelled,0,$0.00 ,751030,E-480,LE-168108
408-5975719-3295534,8/13/2022 18:16,8/17/2022 18:20,Shipped,Store Sale,Standard 7,B08WHPWSHX,Shipped,1,"$6,763.30 ",400043,E-325,JS-158801
407-7518897-4138765,7/26/2025 10:12,7/29/2025 11:48,Shipped - Returned to Seller,Store Sale,Express 3,B09NQ44RNV,Shipped,1,"$5,053.43 ",560072,E-470,VW-217753
402-0504618-6672305,4/12/2025 19:55,4/15/2025 19:43,Shipped - Delivered to Buyer,Parner Sale,Express 3,B0982Z4W2G,Shipped,1,"$6,297.74 ",500062,E-261,DV-130455
408-4152239-7097154,10/18/2024 17:47,10/21/2024 16:54,Shipped,Store Sale,Same Day 0,B09SDZ14KR,Shipped,1,"$6,695.58 ",201301,E-174,AH-105858
