order_id,order_date,ship_date,status,sales_channel,ship_mode,product_uin,shipment_status,qty,amount,ship_postal_code,emp_code,customer_id
408-6235816-9261123,8/15/2023,8/23/2023,Cancelled,BOPIS,Pickup,B081WSWWL7,Unshipped,1,"4,516.10",560043,E-101,AB-10165
408-5823964-2421167,8/5/2023,8/14/2023,Cancelled,Partner Sale,Same Day 0,B099NMS4LL,,1,"4,515.20",560043,E-571,CS-11950
408-2752424-0976355,7/26/2023,7/31/2023,Cancelled,Partner Sale,Economy 10,B08YYTB4R3,,1,"4,513.80",800026,E-010,PB-18805
404-3977029-4836363,7/4/2023,7/8/2023,Cancelled,Ecomm,Standard 7,B08MXF6MZF,Cancelled,1,"4,511.50",400042,E-334,CM-12160
402-4976284-7401969,4/14/2023,4/19/2023,Cancelled,BOPIS,Pickup,B07WPVB9GJ,Cancelled,1,"4,503.50",124001,E-472,KE-16420
404-7724638-9574745,4/2/2023,4/9/2023,Cancelled,BOPIS,Pickup,B0982ZDZ8K,Unshipped,1,"4,502.50",530016,E-089,CS-12460
405-7730926-6032325,10/4/2025,10/11/2025,Cancelled,Store Sale,Standard 7,B09YYLFCP2,,1,"4,594.10",203205,E-199,BB-11545
171-0065908-0641927,6/22/2022,6/28/2022,Cancelled,Partner Sale,Same Day 0,B08B3GTC12,Unshipped,1,"4,474.00",570001,E-556,CC-12670
403-3416641-9569165,6/9/2022,6/17/2022,Cancelled,BOPIS,Pickup,B0894XKVH3,Cancelled,1,"4,472.90",143516,E-281,DV-13465
171-7822891-4076363,8/5/2025,8/11/2025,Cancelled,Store Sale,Economy 10,B0894X711G,Cancelled,1,"4,588.00",403802,E-241,BM-11650
405-7939580-3974740,7/28/2025,8/1/2025,Cancelled,Ecomm,Economy 10,B09QJ3BDVW,Unshipped,1,"4,587.00",201009,E-002,RP-19390
405-6917473-7822701,7/22/2025,7/28/2025,Cancelled,Partner Sale,Economy 10,B09NDHQMKC,Cancelled,1,"4,586.60",500098,E-194,LT-17110
407-1487637-6585969,6/25/2025,7/1/2025,Cancelled,BOPIS,Pickup,B08W9G1YSB,Unshipped,1,"4,583.90",632004,E-173,GT-14710
407-0632004-8093157,6/22/2025,6/30/2025,Cancelled,BOPIS,Pickup,B091Q8BKLW,Unshipped,1,"4,583.80",632004,E-151,TS-21370
402-3020801-9225151,6/14/2025,6/18/2025,Cancelled,BOPIS,Pickup,B09NQ4XYV9,Unshipped,1,"4,582.60",689698,E-336,FM-14290
408-7264030-5002700,5/17/2025,5/19/2025,Cancelled,Partner Sale,Economy 10,B08XNJG8B1,Unshipped,1,"4,579.60",847201,E-571,PR-18880
405-1437048-4974713,4/27/2025,5/1/2025,Cancelled,Partner Sale,Standard 7,B09NQ4DD29,Cancelled,1,"4,577.80",827012,E-233,FH-14275
406-8892825-4377127,4/22/2025,4/25/2025,Cancelled,Store Sale,Standard 7,B09QJLFDRK,Cancelled,1,"4,577.20",122002,E-275,CM-12385
408-8068196-8707526,3/23/2025,3/27/2025,Cancelled,Partner Sale,Express 3,B085HJXJ3M,Cancelled,1,"4,574.30",401101,E-149,CC-12475
402-8123545-4535558,1/19/2025,1/28/2025,Cancelled,Store Sale,Economy 10,B07WP5HGBG,,1,"4,568.50",641062,E-065,AB-10150
408-0987613-5525924,1/13/2025,1/18/2025,Cancelled,Store Sale,Economy 10,B08XNJG8B1,Cancelled,1,"4,567.50",846003,E-058,AF-10870
408-9630926-2785104,10/11/2024,10/18/2024,Cancelled,BOPIS,Pickup,B08XQ8R6GW,Cancelled,1,"4,558.30",768106,E-076,XP-21865
403-5342526-7867558,10/4/2024,10/8/2024,Cancelled,Ecomm,Standard 7,B08YYQXZHK,,1,"4,557.30",121002,E-053,JB-16000
405-6041428-1576346,9/13/2024,9/19/2024,Cancelled,Partner Sale,Standard 7,B09K3QVXBS,Cancelled,1,"4,555.40",122001,E-069,CK-12595
405-2872303-9941933,8/23/2024,8/26/2024,Cancelled,BOPIS,Pickup,B09LD23MRS,,1,"4,553.00",380015,E-047,MW-18235
404-4680896-8003501,6/16/2024,6/18/2024,Cancelled,Store Sale,Express 3,B09RKDGZ2D,Unshipped,1,"4,546.10",431203,E-481,DW-13480
406-1694518-5618746,5/31/2024,6/6/2024,Cancelled,Partner Sale,Express 3,B0986VTQL7,Cancelled,1,"4,544.90",495001,E-244,DN-13690
402-5014156-9264316,2/8/2024,2/11/2024,Cancelled,BOPIS,Pickup,B082W7MZVQ,Cancelled,1,"4,533.30",500049,E-048,LH-17020
402-5903377-6817119,1/15/2024,1/21/2024,Cancelled,BOPIS,Pickup,B089G1FCC7,Cancelled,1,"4,531.20",574141,E-267,DW-13585
405-9099443-7445111,12/30/2023,1/3/2024,Cancelled,BOPIS,Pickup,B09QJ5BYM8,Cancelled,1,"4,529.40",231001,E-110,HM-14980
407-8176931-5052349,11/25/2023,12/3/2023,Cancelled,Store Sale,Express 3,B074X8TX37,,1,"4,526.30",601204,E-480,BE-11455
407-3305249-3442711,11/16/2023,11/20/2023,Cancelled,BOPIS,Pickup,B09G2SYZCM,Unshipped,1,"4,525.00",601204,E-340,AA-10480
171-6112262-4294731,6/23/2023,6/28/2023,Cancelled,Partner Sale,Same Day 0,B097ZZR31W,Cancelled,1,"4,510.50",683102,E-344,KD-16615
407-6825420-7253915,5/20/2023,5/26/2023,Cancelled,Partner Sale,Economy 10,B08N4XHHCQ,,1,"4,507.20",441110,E-251,RM-19750
171-3693730-4530754,3/9/2023,3/14/2023,Cancelled,Store Sale,Express 3,B09NQ4NM75,Cancelled,1,"4,499.90",700034,E-075,SV-20785
171-7679971-0310752,11/9/2025,11/15/2025,Cancelled,Partner Sale,Standard 7,B08B3YPXKZ,Unshipped,1,"4,597.60",507101,E-271,AR-10540
408-3364449-3401947,6/9/2022,6/11/2022,Cancelled,Store Sale,Standard 7,B085HRF83T,Cancelled,1,"4,472.30",400030,E-199,LH-17155
403-9752008-2541919,8/16/2025,10/31/2025,Cancelled,BOPIS,Pickup,B08ZHT1PKK,,1,"4,596.10",421204,E-035,MC-17425
408-1348466-1321955,7/14/2025,7/17/2025,Cancelled,BOPIS,Pickup,B07H6L4CBM,,1,"4,585.50",560078,E-470,CM-12445
406-5421335-3440327,7/10/2025,7/15/2025,Cancelled,BOPIS,Pickup,B08XNDL1DL,Cancelled,1,"4,585.30",224122,E-262,EB-13975
403-6616419-0658741,6/30/2025,7/8/2025,Cancelled,Partner Sale,Same Day 0,B09M76SVFW,,1,"4,584.60",400604,E-145,PW-19240
407-0533151-5470709,6/6/2025,8/21/2025,Cancelled,Partner Sale,Economy 10,B0794V95XT,Cancelled,1,"4,589.00",751015,E-016,CS-12130
408-4584840-2787538,4/22/2025,4/28/2025,Cancelled,BOPIS,Pickup,B09K3L39C4,,1,"4,577.50",110008,E-002,JS-15880
408-2491878-4865146,4/2/2025,4/6/2025,Cancelled,Ecomm,Economy 10,B09K3L39C4,,1,"4,575.30",700090,E-104,MG-17695
402-0164950-5496362,3/23/2025,3/31/2025,Cancelled,BOPIS,Pickup,B09K3HVZ83,Cancelled,1,"4,574.70",600043,E-466,BT-11440
171-5927080-9153924,2/22/2025,2/28/2025,Cancelled,Partner Sale,Express 3,B09KXSQ73F,Unshipped,1,"4,571.60",600078,E-085,JL-15850
406-5651070-7367520,2/17/2025,2/20/2025,Cancelled,Store Sale,Standard 7,B09831TPR5,Cancelled,1,"4,570.80",500055,E-187,DJ-13420
405-1952513-5416327,2/12/2025,2/15/2025,Cancelled,Store Sale,Economy 10,B09811QMHB,Cancelled,1,"4,570.30",140603,E-234,RB-19645
402-9024954-3597923,1/13/2025,1/19/2025,Cancelled,Partner Sale,Economy 10,B09SDXQ3X9,Cancelled,1,"4,567.60",500043,E-038,CM-11935
403-9647049-8100304,10/18/2024,10/21/2024,Cancelled,Ecomm,Economy 10,B08HK4MG14,Unshipped,1,"4,558.60",226026,E-037,DP-13165
406-9906656-5128304,7/10/2024,7/17/2024,Cancelled,Partner Sale,Economy 10,B08QGPXDMY,Cancelled,1,"4,549.00",208013,E-161,MC-17845
407-5470882-4765942,5/23/2024,5/25/2024,Cancelled,Ecomm,Express 3,B0982Z1994,,1,"4,543.70",600088,E-247,JF-15415
402-4372312-4448367,3/12/2024,3/20/2024,Cancelled,Partner Sale,Standard 7,B09NQ4NM75,Unshipped,1,"4,537.10",455001,E-245,DR-12880
408-3531277-4885962,11/16/2023,11/20/2023,Cancelled,Partner Sale,Same Day 0,B08ZHFVV6F,Cancelled,1,"4,525.00",695122,E-013,JD-15895
408-0391714-9281921,10/29/2023,11/6/2023,Cancelled,BOPIS,Pickup,B099NQJZPQ,,1,"4,523.60",422101,E-046,TC-20980
171-5599779-6322751,8/25/2023,8/28/2023,Cancelled,Store Sale,Economy 10,B09M76SVFW,,1,"4,516.60",411040,E-045,KC-16255
402-5550488-9916304,5/8/2023,5/12/2023,Cancelled,BOPIS,Pickup,B08QGL9C1P,,1,"4,505.80",500016,E-051,SM-20005
171-0113406-2293163,4/14/2023,4/20/2023,Cancelled,Ecomm,Same Day 0,B09KXV4BN8,Unshipped,1,"4,503.60",201014,E-144,SS-20590
402-3270101-7657904,2/25/2023,2/27/2023,Cancelled,Ecomm,Standard 7,B08YYR13RX,,1,"4,498.40",641006,E-088,EB-13975
171-7678731-3568339,2/1/2023,2/6/2023,Cancelled,BOPIS,Pickup,B09NQ4XYV9,Cancelled,1,"4,496.30",560100,E-106,CC-12100
404-3252605-4011545,12/15/2025,12/19/2025,Cancelled,Store Sale,Economy 10,B08WPZ1N4Z,Cancelled,1,"4,601.00",401208,E-159,RH-19510
171-1148440-5117161,12/3/2025,12/9/2025,Cancelled,Ecomm,Same Day 0,B099NPC16D,Unshipped,1,"4,600.00",411028,E-109,CR-12625
403-7879236-4794741,10/4/2025,10/10/2025,Cancelled,Partner Sale,Express 3,B082W8F8P3,Cancelled,1,"4,594.00",781011,E-194,CS-12130
408-5598612-8613920,9/8/2025,9/12/2025,Cancelled,BOPIS,Pickup,B0986Y2KBV,Cancelled,1,"4,591.20",141008,E-138,RP-19270
404-3475672-0623516,8/26/2022,8/29/2022,Cancelled,BOPIS,Pickup,B09QJMF9YB,Cancelled,1,"4,480.20",263139,E-096,AO-10810
407-6157661-5199512,8/6/2025,8/8/2025,Cancelled,Ecomm,Express 3,B08BJS7G2R,,1,"4,587.70",700019,E-343,DE-13255
408-8026223-3504338,7/24/2025,7/30/2025,Cancelled,Partner Sale,Standard 7,B09KXSQ73F,Cancelled,1,"4,586.80",761209,E-107,HD-14785
405-7258660-0843511,7/22/2025,7/30/2025,Cancelled,Store Sale,Same Day 0,B099NRCT7B,Cancelled,1,"4,586.80",248001,E-073,KW-16570
406-8172747-6386706,7/18/2025,7/21/2025,Cancelled,BOPIS,Pickup,B08YZ2JMRN,Cancelled,1,"4,585.90",411001,E-087,LS-17230
403-9175128-5028341,7/12/2025,7/19/2025,Cancelled,Store Sale,Express 3,B09KXSVTDB,Cancelled,1,"4,585.70",515134,E-146,DP-13165
171-4759774-9917114,7/8/2025,7/11/2025,Cancelled,Partner Sale,Standard 7,B099NJ3Y8W,Unshipped,1,"4,584.90",400607,E-242,AG-10525
171-2730956-8469920,7/6/2025,7/9/2025,Cancelled,Partner Sale,Standard 7,B08B3XS7ST,Unshipped,1,"4,584.70",400607,E-205,PC-19000
405-7330238-7284346,7/4/2025,7/9/2025,Cancelled,Store Sale,Same Day 0,B08B415N6S,Unshipped,1,"4,584.70",110085,E-079,VT-21700
407-6980443-5231567,5/17/2025,5/21/2025,Cancelled,Partner Sale,Same Day 0,B0982Z1994,,1,"4,579.80",600088,E-182,BS-11755
407-8093398-2897154,4/2/2025,4/9/2025,Cancelled,BOPIS,Pickup,B07FVMT2G5,Unshipped,1,"4,575.60",570010,E-300,LO-17170
407-6378370-0617931,3/8/2025,3/16/2025,Cancelled,Ecomm,Same Day 0,B0894Y3VBB,Cancelled,1,"4,573.20",401208,E-300,TC-21535
407-3146769-0090716,3/3/2025,3/7/2025,Cancelled,Store Sale,Same Day 0,B08B3Z2YY3,,1,"4,572.30",490020,E-235,YC-21895
407-3704301-2298756,1/1/2025,1/5/2025,Cancelled,Partner Sale,Standard 7,B0894Y3VBB,Unshipped,1,"4,566.20",401208,E-054,RM-19675
407-6225862-7010732,12/2/2024,12/6/2024,Cancelled,Partner Sale,Express 3,B09K3TFNR8,,1,"4,563.20",562114,E-343,GZ-14470
404-4853871-5371532,6/8/2024,6/14/2024,Cancelled,BOPIS,Pickup,B09KXVPJ7M,Unshipped,1,"4,545.70",831005,E-163,DK-13225
171-2411011-0125905,3/28/2024,4/6/2024,Cancelled,Store Sale,Same Day 0,B092D3D5BL,,1,"4,538.80",400601,E-185,AH-10030
403-1687892-8212308,3/20/2024,3/25/2024,Cancelled,Store Sale,Same Day 0,B08RP3PMYD,Unshipped,1,"4,537.60",410405,E-342,TT-21460
407-9665025-0698751,2/8/2024,4/25/2024,Cancelled,BOPIS,Pickup,B099NV5WD8,Cancelled,1,"4,540.70",301019,E-325,VF-21715
405-2936022-2354729,12/30/2023,1/6/2024,Cancelled,Store Sale,Same Day 0,B09RKFQBBZ,Cancelled,1,"4,529.70",400017,E-142,AY-10555
408-9204821-0825919,12/4/2023,12/8/2023,Cancelled,Ecomm,Express 3,B09HMY3YLT,Cancelled,1,"4,526.80",380022,E-060,KM-16225
402-1358132-6281146,10/11/2023,10/17/2023,Cancelled,BOPIS,Pickup,B09NQ44RNV,Unshipped,1,"4,521.60",411028,E-047,KL-16555
171-4772311-4657103,6/12/2023,6/14/2023,Cancelled,Store Sale,Economy 10,B08B3Z2YY3,,1,"4,509.10",395007,E-178,DK-13375
408-5222681-8599527,1/20/2023,1/22/2023,Cancelled,Ecomm,Economy 10,B09RPCWKJW,Unshipped,1,"4,494.80",175008,E-344,WB-21850
408-5956738-7480347,11/9/2025,11/13/2025,Cancelled,Store Sale,Standard 7,B08XNJ19QH,Cancelled,1,"4,597.40",741152,E-106,LH-16900
408-2838196-8468356,10/4/2025,10/8/2025,Cancelled,Ecomm,Express 3,B07WS16S49,Cancelled,1,"4,593.80",670612,E-553,RD-19720
407-9068980-0519517,8/26/2022,9/1/2022,Cancelled,Partner Sale,Express 3,B0922TRMHM,,1,"4,480.50",122001,E-480,DL-13315
171-5452338-0120319,6/9/2022,6/16/2022,Cancelled,Store Sale,Economy 10,B09M6STTBC,Unshipped,1,"4,472.80",474001,E-153,EG-13900
171-4937589-2990741,8/17/2025,8/20/2025,Cancelled,Partner Sale,Same Day 0,B092D3D5BL,,1,"4,588.90",400601,E-573,CC-12685
171-0448076-6177169,8/17/2025,8/25/2025,Cancelled,Ecomm,Economy 10,B09M6STTBC,Cancelled,1,"4,589.40",474001,E-358,CM-12715
407-4792111-0135512,8/11/2025,8/19/2025,Cancelled,Partner Sale,Express 3,B07X3KSDT3,Cancelled,1,"4,588.80",816107,E-019,EB-13975
403-3018480-3727511,8/9/2025,8/13/2025,Cancelled,Partner Sale,Express 3,B099NNQGS2,Unshipped,1,"4,588.20",641041,E-175,JG-15160
171-9911915-2972305,7/16/2025,7/24/2025,Cancelled,Partner Sale,Express 3,B091Q9J9QL,Cancelled,1,"4,586.20",636121,E-334,CS-12400
404-8195158-0485119,6/28/2025,7/3/2025,Cancelled,Partner Sale,Express 3,B09K3S3FFN,Cancelled,1,"4,584.10",500050,E-162,JW-15955
408-7793080-5013131,6/6/2025,6/15/2025,Cancelled,BOPIS,Pickup,B08RYPYSND,Unshipped,1,"4,582.30",144102,E-060,CS-12355
407-9889269-9425948,6/1/2025,6/6/2025,Cancelled,Store Sale,Same Day 0,B09811Y7WM,Cancelled,1,"4,581.40",507303,E-347,RM-19675
406-8755475-2541930,4/7/2025,4/10/2025,Cancelled,BOPIS,Pickup,B09NDKJKPN,Cancelled,1,"4,575.70",500083,E-243,JB-16045
408-8136826-7727557,3/18/2025,3/25/2025,Cancelled,Store Sale,Standard 7,B08N43MK22,Unshipped,1,"4,574.10",141003,E-269,JM-15655
408-5278589-7250768,3/13/2025,3/17/2025,Cancelled,Store Sale,Economy 10,B07WS16S49,Cancelled,1,"4,573.30",670612,E-338,SK-19990
407-7237302-6113116,2/12/2025,2/15/2025,Cancelled,Partner Sale,Express 3,B0986Y2KBV,Cancelled,1,"4,570.30",600054,E-481,BN-11515
403-7109129-1137901,1/25/2025,2/1/2025,Cancelled,Store Sale,Economy 10,B082W7MZVQ,Cancelled,1,"4,568.90",700017,E-003,BD-11635
405-6912504-9586703,11/26/2024,12/5/2024,Cancelled,Ecomm,Economy 10,B08B3Z5XM5,Cancelled,1,"4,563.10",110092,E-568,RA-19915
407-8078759-6933143,10/25/2024,11/2/2024,Cancelled,Partner Sale,Express 3,B0986VTQL7,Unshipped,1,"4,559.80",380015,E-477,TT-21460
402-7996190-8950735,10/4/2024,10/6/2024,Cancelled,Store Sale,Standard 7,B09TXYX9Y8,Unshipped,1,"4,557.10",380054,E-109,LC-17140
408-0047374-7401172,9/13/2024,9/20/2024,Cancelled,Store Sale,Express 3,B07X3N4X66,Cancelled,1,"4,555.50",122102,E-569,AI-10855
405-6354126-8186713,7/18/2024,7/22/2024,Cancelled,Partner Sale,Same Day 0,B0982ZDZ8K,Cancelled,1,"4,549.50",500010,E-248,PL-18925
171-6761782-3837126,7/10/2024,7/16/2024,Cancelled,Store Sale,Same Day 0,B07G2CSMX9,Cancelled,1,"4,548.90",445202,E-079,SS-20140
171-2071772-8065102,7/2/2024,7/10/2024,Cancelled,Store Sale,Same Day 0,B09SDYSR1F,,1,"4,548.30",445202,E-563,KM-16660
408-7115257-5917968,6/8/2024,6/12/2024,Cancelled,Partner Sale,Same Day 0,B099FCBF34,Cancelled,1,"4,545.50",560037,E-234,KL-16555
171-9505168-0172361,4/21/2024,4/26/2024,Cancelled,Store Sale,Economy 10,B09KXV4BN8,Unshipped,1,"4,540.80",560037,E-280,BP-11095
406-2208895-0303502,4/5/2024,4/7/2024,Cancelled,Store Sale,Standard 7,B09K3YHSDV,Cancelled,1,"4,538.90",382007,E-571,RR-19315
